Apo_Name1;Apo_Name2;PLZ;Ort;source
Franziskus-Apotheke;;48268;Greven;akwl
Josef-Apotheke;;48268;Greven;akwl
Königs-Apotheke;;48268;Greven;akwl
Sonnen-Apotheke;;48268;Greven;akwl
Marien-Apotheke;;48268;Greven;akwl
Hubertus-Apotheke;;48268;Greven;akwl
Germania-Apotheke;;48268;Greven;akwl
Adler-Apotheke;;48268;Greven;akwl
Delphin-Apotheke;;45966;Gladbeck;akwl
Bären-Apotheke;;45964;Gladbeck;akwl
Holzwarth-Apotheke;;45966;Gladbeck;akwl
Einhorn-Apotheke;;45964;Gladbeck;akwl
Linden-Apotheke;;45966;Gladbeck;akwl
Kiebitzheide-Apotheke;;45968;Gladbeck;akwl
Punkt-Apotheke;;45964;Gladbeck;akwl
Elefanten-Apotheke;;45964;Gladbeck;akwl
Apotheke im City-Center;;45964;Gladbeck;akwl
Wittringer-Apotheke;;45964;Gladbeck;akwl
Rosen-Apotheke;;45968;Gladbeck;akwl
Pfau-Apotheke;;45966;Gladbeck;akwl
Marien-Apotheke;;45968;Gladbeck;akwl
Hirsch-Apotheke;;45966;Gladbeck;akwl
Glückauf-Apotheke;;45964;Gladbeck;akwl
Dr.Kuhns-Apotheke;;45964;Gladbeck;akwl
Damian-Apotheke;;45964;Gladbeck;akwl
Barbara-Apotheke;;45964;Gladbeck;akwl
Linden-Apotheke;;58285;Gevelsberg;akwl
Sonnen-Apotheke OHG;;58285;Gevelsberg;akwl
Markt-Apotheke;;58285;Gevelsberg;akwl
Schnellmark-Apotheke;;58285;Gevelsberg;akwl
Rats-Apotheke;;58285;Gevelsberg;akwl
Höhendorf-Apotheke;;58285;Gevelsberg;akwl
Engelbert-Apotheke;;58285;Gevelsberg;akwl
Adler-Apotheke;;58285;Gevelsberg;akwl
Westtor-Apotheke;;59590;Geseke;akwl
Sonnen-Apotheke;;59590;Geseke;akwl
Priv. Markt-Apotheke;;59590;Geseke;akwl
Marien-Apotheke;;59590;Geseke;akwl
Hellweg-Apotheke;;59590;Geseke;akwl
Post-Apotheke;;48712;Gescher;akwl
Marien-Apotheke;;48712;Gescher;akwl
Hirsch-Apotheke;;48712;Gescher;akwl
Dom-Apotheke;;45894;Gelsenkirchen;akwl
Apotheke Nabi;;45897;Gelsenkirchen;akwl
Apotheke Petri;;45894;Gelsenkirchen;akwl
farma-plus Apotheke Beuth im Marktkauf;;45891;Gelsenkirchen;akwl
Neue Schaffrather Apotheke;;45897;Gelsenkirchen;akwl
farma-plus Apotheke Beuth in Erle;;45891;Gelsenkirchen;akwl
Apotheke Senden;;45897;Gelsenkirchen;akwl
Marien-Apotheke;;45894;Gelsenkirchen;akwl
Paracelsus-Apotheke;;45883;Gelsenkirchen;akwl
Bären Apotheke;;45879;Gelsenkirchen;akwl
Frankamp-Apotheke;;45891;Gelsenkirchen;akwl
Adler-Apotheke;;45892;Gelsenkirchen;akwl
Apotheke Eppmannshof;;45896;Gelsenkirchen;akwl
Sonnen-Apotheke;;45899;Gelsenkirchen;akwl
Schloss-Apotheke;;45891;Gelsenkirchen;akwl
Reh-Apotheke;;45899;Gelsenkirchen;akwl
Rathaus-Apotheke;;45897;Gelsenkirchen;akwl
Middelicher-Apotheke;;45891;Gelsenkirchen;akwl
Ludgeri-Apotheke;;45897;Gelsenkirchen;akwl
Kirch-Apotheke;;45891;Gelsenkirchen;akwl
Hohenzollern-Apotheke;;45896;Gelsenkirchen;akwl
Fortuna-Apotheke;;45896;Gelsenkirchen;akwl
Forst-Apotheke;;45891;Gelsenkirchen;akwl
Ewald-Apotheke;;45892;Gelsenkirchen;akwl
Engel-Apotheke;;45896;Gelsenkirchen;akwl
Emscher-Apotheke;;45892;Gelsenkirchen;akwl
Elisabeth-Apotheke Hassel;;45896;Gelsenkirchen;akwl
Cäcilien-Apotheke;;45892;Gelsenkirchen;akwl
Elisabeth-Apotheke Buer;;45894;Gelsenkirchen;akwl
Buersche Falken-Apotheke;;45894;Gelsenkirchen;akwl
Buersche Alte Apotheke;;45894;Gelsenkirchen;akwl
Buchen-Apotheke;;45896;Gelsenkirchen;akwl
Alte Apotheke;;45891;Gelsenkirchen;akwl
Apotheke im Hauptbahnhof;;45879;Gelsenkirchen;akwl
Panda-Apotheke;;45888;Gelsenkirchen;akwl
Maximilian-Apotheke;;45894;Gelsenkirchen;akwl
Max & Moritz-Apotheke;;45879;Gelsenkirchen;akwl
Apotheke am Preuteplatz;;45879;Gelsenkirchen;akwl
Weber-Apotheke;;45879;Gelsenkirchen;akwl
Tossehof-Apotheke;;45888;Gelsenkirchen;akwl
Süd-Apotheke;;45899;Gelsenkirchen;akwl
Stern-Apotheke;;45888;Gelsenkirchen;akwl
Stern-Apotheke;;45899;Gelsenkirchen;akwl
Schwan-Apotheke;;45886;Gelsenkirchen;akwl
Schloss-Apotheke;;45899;Gelsenkirchen;akwl
Rosen-Apotheke;;45879;Gelsenkirchen;akwl
Park-Apotheke;;45888;Gelsenkirchen;akwl
Osterfeld-Apotheke;;45886;Gelsenkirchen;akwl
Schalker Apotheke;;45881;Gelsenkirchen;akwl
Die Mohren Apotheke;;45886;Gelsenkirchen;akwl
ABC-Apotheke;;45879;Gelsenkirchen;akwl
Kronen-Apotheke;;45879;Gelsenkirchen;akwl
Kreuz-Apotheke;;45886;Gelsenkirchen;akwl
Hubertus-Apotheke;;45899;Gelsenkirchen;akwl
Haverkamp-Apotheke;;45889;Gelsenkirchen;akwl
Hans Sachs Apotheke;;45879;Gelsenkirchen;akwl
Glocken-Apotheke;;45889;Gelsenkirchen;akwl
Flora-Apotheke;;45888;Gelsenkirchen;akwl
Einhorn-Apotheke;;45883;Gelsenkirchen;akwl
Barbara-Apotheke;;45884;Gelsenkirchen;akwl
Anker-Apotheke;;45879;Gelsenkirchen;akwl
Alte Elefanten-Apotheke;;45899;Gelsenkirchen;akwl
Alte Apotheke;;45879;Gelsenkirchen;akwl
Adler-Apotheke;;45888;Gelsenkirchen;akwl
Ruhr-Apotheke;;58730;Fröndenberg;akwl
Stifts-Apotheke;;58730;Fröndenberg;akwl
Markt-Apotheke;;58730;Fröndenberg;akwl
Hubertus-Apotheke;;58730;Fröndenberg;akwl
Bären-Apotheke;;57258;Freudenberg;akwl
Sonnen-Apotheke;;57258;Freudenberg;akwl
Rosen-Apotheke;;57258;Freudenberg;akwl
Schloss-Apotheke;;57413;Finnentrop;akwl
Katharinen Apotheke;;57413;Finnentrop;akwl
Sonnen-Apotheke;;57413;Finnentrop;akwl
Alte Apotheke;;57413;Finnentrop;akwl
Apotheke in Almena;;32699;Extertal;akwl
Sternberg-Apotheke;;32699;Extertal;akwl
Exter-Apotheke;;32699;Extertal;akwl
Bären-Apotheke;;48351;Everswinkel;akwl
Sertürner-Apotheke;;48351;Everswinkel;akwl
Panda-Apotheke;;32339;Espelkamp;akwl
Kastanien-Apotheke;;32339;Espelkamp;akwl
Ostland-Apotheke;;32339;Espelkamp;akwl
Rats-Apotheke;;32339;Espelkamp;akwl
City-Apotheke;;32339;Espelkamp;akwl
Freiherr vom Stein-Apotheke;;32339;Espelkamp;akwl
Schwanen-Apotheke;;59889;Eslohe;akwl
Rosen-Apotheke;;59889;Eslohe;akwl
Laurentius-Apotheke;;59597;Erwitte;akwl
Brunnen-Apotheke;;59597;Erwitte;akwl
Adler-Apotheke;;59597;Erwitte;akwl
Arkaden-Apotheke;;57339;Erndtebrück;akwl
Brücken-Apotheke;;57339;Erndtebrück;akwl
Forum-Apotheke;;57339;Erndtebrück;akwl
Bären-Apotheke;;59469;Ense;akwl
Stern-Apotheke;;59469;Ense;akwl
Maximilian-Apotheke;;59320;Ennigerloh;akwl
Mauritius-Apotheke;;59320;Ennigerloh;akwl
Margarethen-Apotheke;;59320;Ennigerloh;akwl
Apotheke Hake;;59320;Ennigerloh;akwl
Kreuz-Apotheke;;59320;Ennigerloh;akwl
Sonnen-Apotheke;;59320;Ennigerloh;akwl
Engel-Apotheke;;59320;Ennigerloh;akwl
Apotheke im Marktkauf;;58256;Ennepetal;akwl
Fuchs-Apotheke Ennepetal;;58256;Ennepetal;akwl
St.Georg-Apotheke;;58256;Ennepetal;akwl
Sonnen-Apotheke;;58256;Ennepetal;akwl
Linden-Apotheke;;58256;Ennepetal;akwl
Klutert-Apotheke;;58256;Ennepetal;akwl
Fortuna-Apotheke;;58256;Ennepetal;akwl
Bahnhof-Apotheke;;58256;Ennepetal;akwl
Apotheke in Westerenger;;32130;Enger;akwl
Wittekind-Apotheke;;32130;Enger;akwl
Sonnen-Apotheke;;32130;Enger;akwl
Mühlen-Apotheke;;32130;Enger;akwl
Apotheke am Marienhospital;;48282;Emsdetten;akwl
Gesundbrunnen-Apotheke;;48282;Emsdetten;akwl
Westfalen-Apotheke;;48282;Emsdetten;akwl
Spitzweg-Apotheke;;48282;Emsdetten;akwl
Sonnen-Apotheke;;48282;Emsdetten;akwl
Rosen-Apotheke;;48282;Emsdetten;akwl
Markt Apotheke;;48282;Emsdetten;akwl
Marien-Apotheke;;48282;Emsdetten;akwl
Löwen-Apotheke;;48282;Emsdetten;akwl
Adler-Apotheke;;48282;Emsdetten;akwl
Apotheke am Spieker;;48249;Dülmen;akwl
Sonnen-Apotheke;;48249;Dülmen;akwl
Dr. Graute's Tiber-Apotheke;;48249;Dülmen;akwl
Bären-Apotheke;;48249;Dülmen;akwl
Markt-Apotheke;;48249;Dülmen;akwl
Hirsch-Apotheke;;48249;Dülmen;akwl
Dorotheen-Apotheke;;48249;Dülmen;akwl
Dr. Graute's Adler-Apotheke;;48249;Dülmen;akwl
Clemens-Apotheke;;57489;Drolshagen;akwl
Alte Apotheke;;57489;Drolshagen;akwl
Maximilian-Apotheke;;48317;Drensteinfurt;akwl
Apotheke-Rinkerode;;48317;Drensteinfurt;akwl
Wagenfeld-Apotheke;;48317;Drensteinfurt;akwl
Stadt-Apotheke;;48317;Drensteinfurt;akwl
Venus-Apotheke;;44137;Dortmund;akwl
Apotheke am Phoenixsee;;44263;Dortmund;akwl
Apotheke Streich Brechten oHG;;44339;Dortmund;akwl
Apotheke am Hörder Neumarkt;;44263;Dortmund;akwl
Apotheke am Knappschaftskrankenhaus;;44309;Dortmund;akwl
Apotheke im WEZ;;44145;Dortmund;akwl
Apotheke Neue Evinger Mitte;;44339;Dortmund;akwl
Apotheke im Kaufland Körne;;44143;Dortmund;akwl
Josefs-Apotheke;;44263;Dortmund;akwl
Apotheke im Harkortbogen;;44225;Dortmund;akwl
Apotheke im real,-;;44287;Dortmund;akwl
Rodenberg-Apotheke;;44287;Dortmund;akwl
Stern-Apotheke;;44359;Dortmund;akwl
Münster-Apotheke;;44145;Dortmund;akwl
Nathebach Apotheke;;44287;Dortmund;akwl
Magnum-Apotheke;;44135;Dortmund;akwl
Urbanus-Apotheke;;44369;Dortmund;akwl
Stein-Apotheke;;44147;Dortmund;akwl
Beguinen-Apotheke;;44388;Dortmund;akwl
Guten Tag-Apotheke im real,- Indupark;;44149;Dortmund;akwl
Corso-Apotheke;;44137;Dortmund;akwl
Godekin-Apotheke;;44265;Dortmund;akwl
Pinguin-Apotheke;;44263;Dortmund;akwl
Tremonia-Apotheke;;44149;Dortmund;akwl
Max & Moritz-Apotheke;;44145;Dortmund;akwl
Eichholz-Apotheke;;44289;Dortmund;akwl
Remigius-Apotheke;;44359;Dortmund;akwl
Viktoria-Apotheke;;44137;Dortmund;akwl
Paracelsus-Apotheke;;44328;Dortmund;akwl
Katharinen-Apotheke;;44379;Dortmund;akwl
Damian-Apotheke;;44263;Dortmund;akwl
Ahorn-Apotheke;;44319;Dortmund;akwl
Punkt-Apotheke;;44357;Dortmund;akwl
Park-Apotheke;;44143;Dortmund;akwl
Apotheke Wellinghofen;;44265;Dortmund;akwl
Apotheke am Westfalenhaus;;44137;Dortmund;akwl
Ausbüttels Apotheke im eks;;44328;Dortmund;akwl
Apotheke an der Wasserburg;;44379;Dortmund;akwl
Bären-Apotheke Brackel;;44309;Dortmund;akwl
Apotheke am Tierpark;;44225;Dortmund;akwl
Apotheke Am Rahmer Berg;;44369;Dortmund;akwl
Apotheke am Hansaplatz;;44137;Dortmund;akwl
Apotheke am Hackländerplatz;;44145;Dortmund;akwl
Apotheke am Externberg;;44339;Dortmund;akwl
Zollern-Apotheke;;44388;Dortmund;akwl
Zehnthof-Apotheke;;44143;Dortmund;akwl
Wodan-Apotheke;;44359;Dortmund;akwl
Wittekind-Apotheke;;44141;Dortmund;akwl
Wildschütz-Apotheke;;44388;Dortmund;akwl
Westfalia-Apotheke;;44149;Dortmund;akwl
Westfalen-Apotheke;;44139;Dortmund;akwl
Union-Apotheke;;44137;Dortmund;akwl
Südwest-Apotheke am Vinckepl.;;44139;Dortmund;akwl
Phönix-Apotheke;;44263;Dortmund;akwl
Stifts-Apotheke;;44263;Dortmund;akwl
Spitzweg-Apotheke;;44319;Dortmund;akwl
Sonnen-Apotheke;;44137;Dortmund;akwl
Sertürner-Apotheke;;44359;Dortmund;akwl
Rosen-Apotheke;;44369;Dortmund;akwl
Reinoldus-Apotheke;;44357;Dortmund;akwl
Rats-Apotheke;;44287;Dortmund;akwl
Preussen-Apotheke;;44145;Dortmund;akwl
Petri-Apotheke;;44137;Dortmund;akwl
Ostend-Apotheke;;44319;Dortmund;akwl
Orion Apotheke;;44269;Dortmund;akwl
Olympia-Apotheke;;44143;Dortmund;akwl
Patroklus-Apotheke;;44229;Dortmund;akwl
Neutor-Apotheke;;44135;Dortmund;akwl
Mohren-Apotheke oHG;;44143;Dortmund;akwl
Minister-Stein-Apotheke;;44339;Dortmund;akwl
Michael-Apotheke;;44329;Dortmund;akwl
Merkur-Apotheke;;44289;Dortmund;akwl
Markt-Apotheke;;44287;Dortmund;akwl
Markt-Apotheke;;44265;Dortmund;akwl
Markt-Apotheke;;44369;Dortmund;akwl
Markt-Apotheke Eving;;44339;Dortmund;akwl
Marien-Apotheke;;44319;Dortmund;akwl
Margarethen-Apotheke;;44229;Dortmund;akwl
Märkische Apotheke;;44141;Dortmund;akwl
Löwen-Apotheke am Markt;;44225;Dortmund;akwl
Linne-Apotheke;;44227;Dortmund;akwl
Linden-Apotheke;;44379;Dortmund;akwl
Lindemann-Apotheke;;44137;Dortmund;akwl
Landgrafen-Apotheke;;44139;Dortmund;akwl
Kuckelke-Apotheke;;44135;Dortmund;akwl
Kronen-Apotheke;;44139;Dortmund;akwl
Kreuz-Apotheke;;44225;Dortmund;akwl
Marco-Polo-Apotheke;;44139;Dortmund;akwl
Kranich-Apotheke;;44287;Dortmund;akwl
Kranich-Apotheke;;44339;Dortmund;akwl
Kosmos-Apotheke;;44309;Dortmund;akwl
Körnebach-Apotheke;;44143;Dortmund;akwl
Born-Apotheke;;44145;Dortmund;akwl
Hubertus-Apotheke;;44269;Dortmund;akwl
Hirsch-Apotheke;;44319;Dortmund;akwl
Hindenburg-Apotheke;;44145;Dortmund;akwl
Hellweg-Apotheke;;44309;Dortmund;akwl
Heide-Apotheke;;44267;Dortmund;akwl
Harkort-Apotheke;;44225;Dortmund;akwl
Hafen-Apotheke;;44147;Dortmund;akwl
Greif-Apotheke;;44145;Dortmund;akwl
Apotheke in der Droote;;44328;Dortmund;akwl
Georg-Apotheke;;44139;Dortmund;akwl
Flora-Apotheke;;44388;Dortmund;akwl
Fleming-Apotheke;;44225;Dortmund;akwl
Falken-Apotheke;;44137;Dortmund;akwl
Emscher-Apotheke;;44269;Dortmund;akwl
Apotheke im Kaiserviertel;;44135;Dortmund;akwl
APOSTAR-Apotheke am Stadtgarten;;44137;Dortmund;akwl
Eichhorn-Apotheke;;44267;Dortmund;akwl
Dorney-Apotheke;;44149;Dortmund;akwl
Dorf-Apotheke;;44369;Dortmund;akwl
Distel-Apotheke;;44328;Dortmund;akwl
Delta-Apotheke;;44339;Dortmund;akwl
Delphin-Apotheke;;44135;Dortmund;akwl
Central-Apotheke;;44388;Dortmund;akwl
Burgtor-Apotheke;;44135;Dortmund;akwl
Borussia-Apotheke;;44149;Dortmund;akwl
Bienen-Apotheke;;44319;Dortmund;akwl
Zeppelin-Apotheke;;44137;Dortmund;akwl
Berg-und Hütten-Apotheke;;44369;Dortmund;akwl
Lohbach-Apotheke;;44269;Dortmund;akwl
Funkturm-Apotheke;;44309;Dortmund;akwl
Bären-Apotheke;;44357;Dortmund;akwl
Bären-Apotheke;;44139;Dortmund;akwl
Ardey-Apotheke;;44379;Dortmund;akwl
Amtshaus-Apotheke;;44225;Dortmund;akwl
Amts-Apotheke;;44388;Dortmund;akwl
Alte Apotheke;;44263;Dortmund;akwl
Alte Apotheke;;44359;Dortmund;akwl
Aesculap-Apotheke;;44263;Dortmund;akwl
Adler-Apotheke;;44137;Dortmund;akwl
Holzwarth-Apotheke Lembeck;;46286;Dorsten;akwl
Die Neue Apotheke am Recklinghäuser Tor;;46282;Dorsten;akwl
Elisabeth-Apotheke-Stadtmitte;;46282;Dorsten;akwl
Elisabeth-Apotheke Stadtsfeld;;46282;Dorsten;akwl
Sonnen-Apotheke;;46284;Dorsten;akwl
Holzwarth-Apotheke;;46284;Dorsten;akwl
Apotheke am Schölzbach;;46282;Dorsten;akwl
Flora-Apotheke;;46284;Dorsten;akwl
Glückauf-Apotheke;;46284;Dorsten;akwl
Markt-Apotheke;;46286;Dorsten;akwl
Westfalen-Apotheke;;46284;Dorsten;akwl
Urbanus-Apotheke;;46286;Dorsten;akwl
Markus-Apotheke;;46286;Dorsten;akwl
Alte Markt-Apotheke;;46282;Dorsten;akwl
Marien-Apotheke;;46282;Dorsten;akwl
Kloster-Apotheke;;46282;Dorsten;akwl
Hubertus-Apotheke;;46286;Dorsten;akwl
Bären-Apotheke;;46282;Dorsten;akwl
Bonifatius-Apotheke;;46284;Dorsten;akwl
Stifts-Apotheke;;32694;Dörentrup;akwl
Arminius Apotheke;;32694;Dörentrup;akwl
MELVIGO Apotheke;;32758;Detmold;akwl
LaVie-Apotheke;;32758;Detmold;akwl
Apotheke am Leopoldinum;;32756;Detmold;akwl
Medicum Apotheke;;32756;Detmold;akwl
Bach-Apotheke;;32756;Detmold;akwl
Apotheke zur Rose;;32756;Detmold;akwl
Apotheke Hiddesen;;32760;Detmold;akwl
Apotheke an der Post;;32756;Detmold;akwl
Teutoburg-Apotheke;;32758;Detmold;akwl
Südholz-Apotheke;;32756;Detmold;akwl
Sonnen-Apotheke;;32758;Detmold;akwl
Markt-Apotheke;;32756;Detmold;akwl
Lortzing-Apotheke;;32756;Detmold;akwl
Hof-Apotheke;;32756;Detmold;akwl
Hasselbach-Apotheke;;32758;Detmold;akwl
Falken-Apotheke;;32760;Detmold;akwl
Elisabeth-Apotheke;;32756;Detmold;akwl
Eichholz-Apotheke;;32760;Detmold;akwl
Bahnhof-Apotheke;;32756;Detmold;akwl
Marien-Apotheke;;33129;Delbrück;akwl
Sonnen-Apotheke;;33129;Delbrück;akwl
Rosen-Apotheke;;33129;Delbrück;akwl
St.Joseph-Apotheke;;33129;Delbrück;akwl
Löwen-Apotheke;;33129;Delbrück;akwl
Kreuz-Apotheke;;33129;Delbrück;akwl
Apotheke am St. Vincenz-Krankenhaus;;45711;Datteln;akwl
Apotheke im Centromed;;45711;Datteln;akwl
Möllerskamp-Apotheke;;45711;Datteln;akwl
Bären-Apotheke am Markt;;45711;Datteln;akwl
Hagemer-Apotheke;;45711;Datteln;akwl
Glückauf-Apotheke;;45711;Datteln;akwl
Amandus-Apotheke;;45711;Datteln;akwl
Alte Apotheke;;45711;Datteln;akwl
Bären-Apotheke;;48653;Coesfeld;akwl
Cronen-Apotheke;;48653;Coesfeld;akwl
Johannes-Apotheke;;48653;Coesfeld;akwl
Laurentius-Apotheke;;48653;Coesfeld;akwl
Markt-Apotheke;;48653;Coesfeld;akwl
Marien-Apotheke;;48653;Coesfeld;akwl
Linden-Apotheke;;48653;Coesfeld;akwl
Kreuz-Apotheke;;48653;Coesfeld;akwl
Ahorn-Apotheke;;48653;Coesfeld;akwl
Adler-Apotheke;;48653;Coesfeld;akwl
Lavendel Apotheke;;44575;Castrop-Rauxel;akwl
naturzeit-Apotheke;;44581;Castrop-Rauxel;akwl
Kristall-Apotheke Henrichenburg;;44581;Castrop-Rauxel;akwl
Stern Apotheke;;44575;Castrop-Rauxel;akwl
Apotheke im Real-Castrop-Rauxel;;44579;Castrop-Rauxel;akwl
Elefanten-Apotheke;;44577;Castrop-Rauxel;akwl
Paracelsus-Apotheke;;44575;Castrop-Rauxel;akwl
Pallas-Apotheke;;44575;Castrop-Rauxel;akwl
Flora-Apotheke;;44579;Castrop-Rauxel;akwl
Altstadt-Apotheke;;44575;Castrop-Rauxel;akwl
Westfalen-Apotheke;;44579;Castrop-Rauxel;akwl
Viktoria-Apotheke;;44581;Castrop-Rauxel;akwl
Burg-Apotheke Henrichenburg;;44581;Castrop-Rauxel;akwl
Nord-Apotheke;;44579;Castrop-Rauxel;akwl
Ickerner Markt-Apotheke;;44581;Castrop-Rauxel;akwl
Löwen-Apotheke;;44579;Castrop-Rauxel;akwl
Bären-Apotheke;;44575;Castrop-Rauxel;akwl
Glückauf-Apotheke OHG;;44577;Castrop-Rauxel;akwl
City-Apotheke;;44575;Castrop-Rauxel;akwl
Alte Apotheke;;44575;Castrop-Rauxel;akwl
APOLAND-Apotheke Castrop-R.;;44579;Castrop-Rauxel;akwl
Schwanen-Apotheke;;57299;Burbach;akwl
Hickengrund-Apotheke;;57299;Burbach;akwl
Adler-Apotheke;;57299;Burbach;akwl
Alme-Apotheke;;33142;Büren;akwl
